,date,account_value
197,2022-04-12,988070.1776547837
198,2022-04-13,998009.4029178731
199,2022-04-14,994736.2924117072
200,2022-04-18,993594.6513178612
201,2022-04-19,1008017.3161305923
202,2022-04-20,1015223.9114369834
203,2022-04-21,1004597.5811014074
204,2022-04-22,976261.9408755784
205,2022-04-25,983135.6985147161
206,2022-04-26,959768.7122216277
207,2022-04-27,961551.6664215405
208,2022-04-28,979293.4592830467
209,2022-04-29,952175.8176911285
210,2022-05-02,954609.559197057
211,2022-05-03,956552.4469151554
212,2022-05-04,983470.566367673
213,2022-05-05,952775.1736259928
214,2022-05-06,949928.2893294342
215,2022-05-09,931054.3295740309
216,2022-05-10,928601.2449098732
217,2022-05-11,919170.1864071398
218,2022-05-12,916172.8427923445
219,2022-05-13,929638.3878340445
220,2022-05-16,930411.0426763082
221,2022-05-17,942860.5361675328
222,2022-05-18,909236.4877606871
223,2022-05-19,902395.1566987556
224,2022-05-20,902648.3659712003
225,2022-05-23,920502.1574106741
226,2022-05-24,921899.037962668
227,2022-05-25,927432.9858256945
228,2022-05-26,942358.1216000029
229,2022-05-27,958982.804778245
230,2022-05-31,952548.5823438809
231,2022-06-01,947441.0862666509
232,2022-06-02,960002.6347298905
233,2022-06-03,949937.7635293831
234,2022-06-06,950402.1121149752
235,2022-06-07,958035.1592071629
236,2022-06-08,950261.1269966876
237,2022-06-09,931836.5150102908
238,2022-06-10,906427.6130520188
239,2022-06-13,881132.7962514651
240,2022-06-14,876746.5800393947
241,2022-06-15,885515.516032602
242,2022-06-16,864106.813032529
243,2022-06-17,863001.2077349173
244,2022-06-21,881522.8738767434
245,2022-06-22,880162.3674852677
246,2022-06-23,885770.4735205134
247,2022-06-24,909542.8202257026
248,2022-06-27,907740.5228675606
249,2022-06-28,893555.7281464044
250,2022-06-29,895932.6244526394
251,2022-06-30,888602.1314242971
252,2022-07-01,897894.5733587303
253,2022-07-05,894157.1706610194
254,2022-07-06,896174.2729453844
255,2022-07-07,906189.7429604438
256,2022-07-08,904849.98957838
257,2022-07-11,900105.7275599062
258,2022-07-12,894547.2482862978
259,2022-07-13,888525.8866723272
260,2022-07-14,884407.9369433343
261,2022-07-15,903409.4600337642
262,2022-07-18,897182.8240875669
263,2022-07-19,918966.3783201432
264,2022-07-20,920346.227869848
265,2022-07-21,925025.5239458148
266,2022-07-22,921052.1685541378
267,2022-07-25,923672.4615685847
268,2022-07-26,917074.8091851015
269,2022-07-27,929665.2314005664
270,2022-07-28,939252.5014143627
271,2022-07-29,948362.1138474004
272,2022-08-01,947012.8298713404
273,2022-08-02,935398.9833732302
274,2022-08-03,947419.9948929551
275,2022-08-04,944946.1008253382
276,2022-08-05,947159.2288181703
277,2022-08-08,947998.5978184076
278,2022-08-09,946320.1981822168
279,2022-08-10,961770.5881132176
280,2022-08-11,962554.8037351808
281,2022-08-12,974808.2151238909
282,2022-08-15,979179.4305193756
283,2022-08-16,986096.7243630405
284,2022-08-17,981139.3492397631
285,2022-08-18,981679.8297892306
286,2022-08-19,973240.0094561538
287,2022-08-22,954670.4647681573
288,2022-08-23,950223.3429849866
289,2022-08-24,951945.3916137991
290,2022-08-25,961258.6429516915
291,2022-08-26,932142.9038693535
292,2022-08-29,926818.2907099605
293,2022-08-30,917921.6785936317
294,2022-08-31,909824.3393098993
295,2022-09-01,914039.6251645578
296,2022-09-02,904280.8608528766
297,2022-09-06,899281.6977405386
298,2022-09-07,911870.033376253
299,2022-09-08,917449.6040235574
300,2022-09-09,928340.5352291358
301,2022-09-12,934970.783371967
302,2022-09-13,898117.21705753
303,2022-09-14,898986.8696611755
304,2022-09-15,893983.9281476676
305,2022-09-16,889958.9158086501
306,2022-09-19,895654.5454053289
307,2022-09-20,886604.0903279247
308,2022-09-21,871518.9646413835
309,2022-09-22,868426.5970568623
310,2022-09-23,854386.1710968327
311,2022-09-26,844869.3936421801
312,2022-09-27,841236.4891141442
313,2022-09-28,857080.9606477827
314,2022-09-29,843853.003727421
315,2022-09-30,829413.2515183534
316,2022-10-03,851512.6688099413
317,2022-10-04,875345.9210862305
318,2022-10-05,874120.1964678378
319,2022-10-06,864103.0346313588
320,2022-10-07,845908.2283877709
321,2022-10-10,843196.7461988156
322,2022-10-11,844245.1115384025
323,2022-10-12,843426.8339118611
324,2022-10-13,867330.5787472943
325,2022-10-14,855668.740914919
326,2022-10-17,871577.8964208277
327,2022-10-18,881336.6607325091
328,2022-10-19,878449.5674802148
329,2022-10-20,875844.5572525902
330,2022-10-21,897470.151758637
331,2022-10-24,909512.1982580104
332,2022-10-25,919246.1491888731
333,2022-10-26,919314.5551682663
334,2022-10-27,924920.9693820927
335,2022-10-28,948843.4934352818
336,2022-10-31,945123.0653458128
337,2022-11-01,942820.3836058445
338,2022-11-02,928226.4500714175
339,2022-11-03,923996.1634001731
340,2022-11-04,935602.5658840375
341,2022-11-07,947838.6643002221
342,2022-11-08,957477.5348673116
343,2022-11-09,938799.4316382336
344,2022-11-10,973489.2711452864
345,2022-11-11,974427.329728325
346,2022-11-14,968330.343696905
347,2022-11-15,969953.7027429163
348,2022-11-16,968824.919491858
349,2022-11-17,968608.1407739789
350,2022-11-18,974364.7323358053
351,2022-11-21,973053.5707357302
352,2022-11-22,984540.1358690503
353,2022-11-23,987310.7754136391
354,2022-11-25,991727.669987449
355,2022-11-28,977360.9480696543
356,2022-11-29,977449.5995120336
357,2022-11-30,998736.4349758589
358,2022-12-01,993113.0461537906
359,2022-12-02,994119.792686459
360,2022-12-05,980180.1992830287
361,2022-12-06,970052.3923257176
362,2022-12-07,970098.0715040428
363,2022-12-08,975398.0968588064
364,2022-12-09,966591.038489614
365,2022-12-12,981853.0723025824
366,2022-12-13,984844.4381483623
367,2022-12-14,980736.0190133658
368,2022-12-15,958672.6375180122
369,2022-12-16,950537.2322523422
370,2022-12-19,945833.0664015093
371,2022-12-20,948495.2037990639
372,2022-12-21,963704.2272075563
373,2022-12-22,953627.5132571126
374,2022-12-23,958722.0387034602
375,2022-12-27,959808.5264190321
376,2022-12-28,949245.1318402597
377,2022-12-29,959209.1704841678
378,2022-12-30,957085.4834503772
379,2023-01-03,956771.3686068325
380,2023-01-04,960623.0820384509
381,2023-01-05,950814.9165413214
382,2023-01-06,971041.8822799076
383,2023-01-09,967780.276159394
384,2023-01-10,973163.8774922785
385,2023-01-11,980928.3227147101
386,2023-01-12,987192.6862785614
387,2023-01-13,990445.0437753153
388,2023-01-17,979133.5257648613
389,2023-01-18,961408.199965171
390,2023-01-19,954120.3972306462
391,2023-01-20,963675.5790315203
392,2023-01-23,971011.5422824521
393,2023-01-24,974026.0296876311
394,2023-01-25,974311.2707789507
395,2023-01-26,980246.857046955
396,2023-01-27,981074.6088734454
397,2023-01-30,973538.8979069236
398,2023-01-31,984191.8462328325
399,2023-02-01,984391.7067365171
400,2023-02-02,983265.0664592569
401,2023-02-03,979571.2563601206
402,2023-02-06,978560.9006084241
403,2023-02-07,986231.8445004073
404,2023-02-08,980235.3526613028
405,2023-02-09,973041.9535619834
406,2023-02-10,977932.8964975235
407,2023-02-13,988808.4885222324
408,2023-02-14,984285.1219870916
409,2023-02-15,985404.8821905794
410,2023-02-16,972954.542788645
411,2023-02-17,976703.5062660554
412,2023-02-21,956575.5684745546
413,2023-02-22,954135.736411516
414,2023-02-23,957277.7871517217
415,2023-02-24,947547.6710160763
416,2023-02-27,949631.4310643678
417,2023-02-28,942921.441738633
418,2023-03-01,943069.8708711662
419,2023-03-02,952936.9117536924
420,2023-03-03,964122.5582505394
421,2023-03-06,965291.155699002
422,2023-03-07,948689.3121099224
423,2023-03-08,947012.8298713404
424,2023-03-09,931318.8176559386
425,2023-03-10,921351.0570049076
426,2023-03-13,918737.9824285171
427,2023-03-14,928447.0635845138
428,2023-03-15,920338.4454913185
429,2023-03-16,931078.9173786603
430,2023-03-17,919974.9294623256
431,2023-03-20,931022.0157849194
432,2023-03-21,940146.6854285903
433,2023-03-22,924829.4418433002
434,2023-03-23,926999.0336316052
435,2023-03-24,930818.4332741121
436,2023-03-27,936435.8443271648
437,2023-03-28,935343.5480247196
438,2023-03-29,944679.8645279638
439,2023-03-30,948763.526676189
440,2023-03-31,960749.5174925311
441,2023-04-03,970191.2344702072
442,2023-04-04,964452.0122749539
443,2023-04-05,966771.7250172114
444,2023-04-06,966845.939583478
445,2023-04-10,969768.8430558174
446,2023-04-11,972606.2531524273
447,2023-04-12,971500.7042488629
448,2023-04-13,982564.8779677931
449,2023-04-14,978429.5024781801
450,2023-04-17,981337.4051339336
451,2023-04-18,981032.7644903377
452,2023-04-19,978733.9175455867
453,2023-04-20,975546.5259913397
454,2023-04-21,976191.5611045293
455,2023-04-24,978109.8610179982
456,2023-04-25,968160.8231906759
457,2023-04-26,961549.974600121
458,2023-04-27,976688.1670851856
459,2023-04-28,984541.8276904697
460,2023-05-01,983200.3260929391
461,2023-05-02,972598.8091381816
462,2023-05-03,964794.436930251
463,2023-05-04,956522.1069176999
464,2023-05-05,972305.6728802379
465,2023-05-08,970697.7658031911
466,2023-05-09,969055.3455691874
467,2023-05-10,968175.2600667885
468,2023-05-11,961770.5881132176
469,2023-05-12,961513.8824098394
470,2023-05-15,962899.2585761813
471,2023-05-16,953184.3688333109
472,2023-05-17,964983.0186244724
473,2023-05-18,968307.5605017897
474,2023-05-19,965152.2007664177
475,2023-05-22,961108.4092096442
476,2023-05-23,954436.655047989
477,2023-05-24,947056.8172282461
478,2023-05-25,946038.3971277835
479,2023-05-26,955528.8949563871
480,2023-05-30,954069.0786475895
481,2023-05-31,950185.2206090016
482,2023-06-01,954611.5893827603
483,2023-06-02,974857.616309339
484,2023-06-05,969085.6855666429
485,2023-06-06,969386.604203116
486,2023-06-07,972035.4326055043
487,2023-06-08,976903.2539816453
488,2023-06-09,978149.7880034973
489,2023-06-12,983622.717507329
490,2023-06-13,987832.3075632087
491,2023-06-14,981110.7010637271
492,2023-06-15,993489.7583898552
493,2023-06-16,990344.3240068106
494,2023-06-20,983263.0362735535
495,2023-06-21,980307.7626180553
496,2023-06-22,980168.9204735656
497,2023-06-23,973837.4479934096
498,2023-06-26,973470.2099572939
499,2023-06-27,979592.2349457219
500,2023-06-28,977453.3215191565
501,2023-06-29,985242.3545462175
502,2023-06-30,993476.5621827835
503,2023-07-03,993790.3386620445
504,2023-07-05,990041.713548918
505,2023-07-06,979462.9797892758
506,2023-07-07,974052.5348898692
507,2023-07-10,980102.1499215446
508,2023-07-11,989255.8061055354
509,2023-07-12,991739.1743731012
510,2023-07-13,993116.7681609135
511,2023-07-14,996405.217847949
512,2023-07-17,998608.8716408323
513,2023-07-18,1009193.3575933005
514,2023-07-19,1012348.7173286728
515,2023-07-20,1017083.1103888663
516,2023-07-21,1017155.6331337135
517,2023-07-24,1022455.3201241932
518,2023-07-25,1023230.0615462075
519,2023-07-26,1025599.1754739131
520,2023-07-27,1018744.4790227677
521,2023-07-28,1023842.7264762382
522,2023-07-31,1026737.0945606362
523,2023-08-01,1028791.4169162291
524,2023-08-02,1018738.7268299417
525,2023-08-03,1016814.900299836
526,2023-08-04,1012476.05508751
527,2023-08-07,1024242.3346955128
528,2023-08-08,1019661.7845963946
529,2023-08-09,1014143.1759142376
530,2023-08-10,1015667.3942250691
531,2023-08-11,1018706.3566467828
532,2023-08-14,1019463.7287022241
533,2023-08-15,1009033.4240751151
534,2023-08-16,1003817.3130627561
535,2023-08-17,995417.6452913678
536,2023-08-18,996163.5129611567
537,2023-08-21,995096.0864335772
538,2023-08-22,990047.1273774602
539,2023-08-23,995364.2965226077
540,2023-08-24,984578.2582450353
541,2023-08-25,991723.8351922315
542,2023-08-28,997876.3129662096
543,2023-08-29,1006327.4121087493
544,2023-08-30,1007412.0952148071
545,2023-08-31,1002551.8306410064
546,2023-09-01,1005895.4337063159
547,2023-09-05,1000243.6222844011
548,2023-09-06,994504.1745129585
549,2023-09-07,996165.54314686
550,2023-09-08,998355.8879445769
551,2023-09-11,1000871.6263953014
552,2023-09-12,1000359.6812337753
553,2023-09-13,998325.3223709321
554,2023-09-14,1007899.2269955147
555,2023-09-15,999558.434609523
556,2023-09-18,999733.4817323891
557,2023-09-19,996656.3969346903
558,2023-09-20,994437.4039609374
559,2023-09-21,983740.9194305013
560,2023-09-22,980663.4962685186
561,2023-09-25,981906.1954951532
562,2023-09-26,970703.1796317333
563,2023-09-27,968722.16953765
564,2023-09-28,972073.5549814892
